text,sentiment
"OCR# 163471097 Taharoa Aktiebolag BOX 20 45115 UDDEVALLA FAKTURADATUM KUNDNUMMER FAKTURANUMMER 2013-04-01 127424 163471097 OSS TILLHANDA SENAST ER REFERENS 2013-04-22 Leif Johansson BENÄMNING ANTAL/TID T.O.M PRIS handlahem.nu 1 år 2014-05-25 79,20 kr festiväst.net 1 år 2014-05-02 71,20 kr fiskaktion.info 1 år 2014-05-02 71,20 kr jetonnet.net 1 år 2014-05-19 71,20 kr fiskaktion.org 1 år 2014-05-02 71,20 kr turbotryck.nu 1 år 2014-05-25 79,20 kr If this invoice contains the renewal of one or more generic domains (.COM, .NET, .ORG, .INFO, .BIZ or .MOBI) registred with (or transferred to) Binero before 2012-08-02, you approve that Binero will perform a registrar transfer of those domains from Binero's previous provider (eNom) to Binero AB when paying this invoice. When this transfer is executed the domains will be renewed for 1 year. This is a part of our ongoing work to improve the domain management in our systems. More information can be found here: http://www.binero.se/doman/EnomFlytt Totalt 443,20 kr Moms (25%) 110,80 kr Att betala 554,00 k r ANGE OCR-NUMMER 163471097 VID BETALNING. BETALAS TILL BANKGIRO 5343-2795.",negative
Om du ska ha en professionell hantverkare som hller vad han lovar till ett vettigt pris. Janne r en frebild fr en riktig hantverkare.,positive
Köpte ett pooltak modell R1 Flat. Pooltaket leverades ca 1 månad sent men det kunde jag acceptera då poolen ändå inte var klar. Däremot så visade det sig att pooltaket hade en transportskada  som först blev synlig då skyddsplasten togs bort vid montering några veckor senare. Trots upprepade telefonsamtal och e-mail till Quality Pools serviceavdelning om detta händer ingenting. Quality Pool har överhuvudtaget inte bemödat sig om att svara på hur och när detta ska åtgärdas. Hur ska man kunna lita på deras 7 års garanti om de inte ens kan åtgärda en transportskada när taket är nytt. Trist att behöva anmäla till ARN för en sak som borde vara självklar.,negative
En väldigt bra körskola med duktiga lärare. Man kände sig hemma och körkolan levde upp till mina förväntningar och mer.,positive
"It was absolute disaster going to Agilo kliniken in Arenastaden, my neck pain increased manifolds and I was in a very bad shape after the treatment, still continue to suffer.",negative
Johan var en fantastiskt bra mäklare. Försäljningen gick verkligen för mer än vad jag hade förväntat mig. Riktigt duktig på att hela tiden hålla löpande kontakt och förmedla objektet på bästa sätt. Jag rekomenderar verkligen Johan!,positive
Dålig produkt tyvärr....................................,negative
Trevligt bemötande och supersnabb service.,positive
"Adressen stämmer ej, de ligger i Viksjö Centrum. Dålig datakvalitet på recos adresslistor.",negative
Utmärkt. Installation av motorvärmare o led-ramp,positive
"Bra bemötande o trevligt kundmotagare,!  Men jävligt dyra!",negative
"Vi håller på att sälja ett kedjehus i Märsta, tack vare Corona (antar jag) så har det varit lite trögt med intressenter, men vår mäklare gör ett kalasjobb och motsvarar gott och väl de förväntningar man kan ha i dessa ”oroliga” tider. 👍🏼👍🏼😊",positive
"I was initially happy with my sessions at the Fysiocenter, but I left because I was not making progress and I learned that my ankle had actually been dislocated. I described to my physiotherapist that it felt very stiff and I was still in pain even after 4 weeks and regular sessions, but they kept blaming it on my pregnancy and telling me to carry less weight. They did not consider that it might have been a more serious problem. Thankfully I left and went to see a chiropractor, who was able to reposition it and allowing me to be comfortable again. I went for several sessions to your centre without this being identified so overall I am disappointed.",negative
Bra service med kunnig personal ! Jag är mycket nöjd med mitt köp av bil .,positive
Så jävla sämst.  Maten var dyr och service var sämst. Vi kom först till restaurangen men fick mat sist. 1 timme och 10min väntade vi på maten. Fick stress äta för att inte få parkerings böter. Servitris såg att vi var irriterad men erbjöd sig enda inte något för att gott göra. Bort kastade pengar. Enda positiva var utsikten.,negative
"Köpte en lägenhet, blev bra bemött av Lena.",positive
"Deras mat är riktig god, men jag gillar ändå inte dem, vet inte varför. Jag föredrar att gå till Asia Thai Palace, även om det är sämre mat, det känns ändå mera rätt. Till Thai House, kommer alla möjliga människor, även med sina smutsiga arbetsklädder, ölet är för billig och drar till sig ungdomar. Det känns som att de som arbetar där föraktar den finna restaurangen de arbetar i. En restaurang ska vara en selektiv plats, det ska inte vara en plats för alla människor, för det finns pizzerierna. De gör det som kunde vara en fin restaurang till en billig pizzeria. Visst är deras mat riktig god, kanske den godaste i hela Övik, men vad spelar för roll, när man går till en restaurang vill man uppleva annat. Nej, en restaurang ska inte vara en pizzeria. Och mannen i kassan, han är äcklig, bör få sparken. Han är ändå inte thailändsk, vad gör han där? De har även böcker att läsa, där har jag sett informationen om vänster banken Jakmedlemsbank. En bank utan ränta. Ska vi stödja sånt. Nej Thai House bör stänga och lämna platsen till Asia Thai Palace, det kan ändå inte finnas två sådana liknande restauranger i Övik. Så jag anser vi ska undvika Thai House och i stället gå till Asia Thai Palace. I längden är det faktiskt bättre. Som sagt, de gjort en restaurang till en pizzeria. Ingen respekt.",negative
Andra gången jag anlitat den. Snyggt och bra. Snabbt svar på all kommunikation.,positive
Inget större engagemang av mitt problem. Fick rätt diagnos av en annan vid ett annat tillfälle,negative
"Vi är jättenöjda med vår flyttstädning från en trea i Filmstaden, Råsunda, Solna. Snabbt och grundligt gjort! Vi är också jättenöjda med ""garantin""; att firman kom tillbaka till vår nya adress vars säljare hade anlitat HemMiljö och i sin tur rekommenderade oss att anlita samma. Högsta betyg! Nummer 5!!!",positive
"Vi har varit kunder hos Alberts Städservice i många år, och har beställt städning en gång varannan vecka i vårt hus. Ordinarie person som städar är kanon och gör ett jättefint jobb.  Problemet är kundservicen och management. Jag vet inte hur många gånger som det har blivit fel med fakturor med en massa jobb som följd.  För några veckor sedan kom vi hem och upptäckte att huset luktade lite illa, och dessutom var otroligt taffligt städat. Tandkrämsfläckar i handfaten, ostädade toaletter, pölar på golvet, ostädade golv etc. Vi fick städa om hela huset, och dessutom var det en väldigt olustig känsla över vem som faktiskt hade varit hemma hos oss? Det var i vilket fall som helst inte en professionell städperson.  Vi skickade bilder på allt elände. Vi uttryckte även oro över att de verkar skicka okunnig personal, och meddelade att vi hellre avstår städning de gånger ordinarie inte kan komma. Trots det skickade de ny personal vid nästa tillfälle. De städade visserligen bra, men förtroendet skadas av något sådant.  Vi har reklamerat den här städningen, och då drar den enorma inkompetensen i kundservicen igång. Deras inställning är att till varje pris försvara sin ståndpunkt, hänvisar till sina reklamationsregler (vi skickade visst bilderna en dag för sent), och bryr sig inte det minsta om vår upplevelse. Slutsatsen är att försvara deras ståndpunkt, och att försvara några hundralappar som reklamationen handlar om, är viktigare än att lösa en situation som de själva skapat genom sin inkompetens. Uselt.  Det kostade visst inte Alberts Städservice ett par hundralappar. Det kostade Alberts Städservice en långvarig kund. ",negative
"Jag rekommenderar verkligen Projektledarprogrammet hos Wenell. Mycket kunniga och trevliga kursledare och en bra avvägning mellan teori och praktiska övningar. Bra upplägg att utbildningen var indelad i fyra etapper, det bidrog till att man fick öva och reflektera på egen hand mellan tillfällena.",positive
"Bokat tid för service av bilen, kom 20 -25 min försenad. Kundtjänst personal går in i vekstad och säger att eftersom jag kommer sen så kan dem inte serva bilen. Jag säger det är ok jag har bokat lånebil så dem kan behålla bilen överdagen eller längre. Men bilen jag har bokat hade givitsbort till annan säger personen och får inget ersättningsbil. Ber o prata med en chef. Tillslut träffar servicechefen , det är en person som gillar peka med finger. Ber honom att sluta peka finger jämt, svaret jag fått, ""vissa pratar så""!!. Märkligt stiation, men än märkligare ä att möta människor som anser sig va huvedhögre än andra. Postat avsänder mejl också även till tidningen haninge posten för att informera människor som kan hamna i samma stiation o bli bemött på detta sätt. ",negative
"Mäklaren levde väl upp till min förväntan. Skötte värdering, information, annonsering, visningar och själva försäljningen bra. Vi är jättenöjda!",positive
"Är trygghet och kunskap viktigt vid ett fastighetsköp? Då bör du välja någon annan mäklare än Susanne Viken. Skrämmande låg kunskapsnivå, anser att hon själv kan ändra villkor i redan ingångna kontrakt och ber köpare själv skriva avtal enligt jordabalken. Dessutom lämnar information hon är säker på som är fel och kostar köpare stora pengar. Tar dessutom inget ansvar för sina fel. Kan starkt avråda er från denna mäklare! ",negative
"Jag känner mig bekväm med att komma till A!' Tycker hon ser och lyssnar bra och är både noggrann och en skicklig frisör. Klipper mitt hår bra, så att jag lätt kan sköta det själv.",positive
"Trevlig atmosfär, mycket trevlig servis. Varmrätten dock kall, fick tas ut. Tog lång tid att få en ny, tråkigt serverad. Kort sittningatid, blev ombedda att skynda oss.",negative
Trevligt bemötande. Snabb service från personalen. God champagne och gott vin. Utmärkt ångad torsk. Efterrätten Crema Catalana var dock märkligt smaksatt.,positive
Inte bra för dom förstörde gängerna på tankarmaturen så det forsade ut bensin vid fulltakning,negative
"Ringde och förvarnade att de pga skada skulle bli ca en timme sena, kom på prick uttalad tid. Vänligt bemötande och professionella flyttjobbare, vi återkommer vid nästa flytt (inte alltför snart förhoppningsvis). Rekommenderas varmt. //Per ",positive
Jag lämnade in min bil på årlig service. Efteråt när jag körde hem så uppmärksammade jag ett felmeddelande om att front assistant var satt ur funktion Jag trodde det skulle  lösa sig när jag satte på farthållaren . Hemkommen efter semester testar jag farthållaren och då fungerar den inte. Åker till verkstaden som lite ovilligt tar sig an bilen.  Tyvärr kan jag inte med fullständig säkerhet säga om felet uppstod där eller om det kanske redan fanns. Mekaniker släckte några felkoder men kunde inte åtgärda felet utan hänvisade mig via garanti till VAG täby. Han sa att han inte kunde påverka något i bilens dator men hemkommen hade han åtminstone lyckats med att se till att det inte gick att stänga av radion. Efter samtal till verkstaden lossade jag  minuspolen på batteriet och radion kunde stängas av.  Vag Täby konstaterade att någon uppdatering av programvaran inte gjorts. (justering av handbromsen fanns troligen som uppdatering även då). VAG täby ansåg att min bil skulle ha kunnat lokalisera och åtgärda felet då de är auktoriserade på VW. Vag böt radarsensor och nu fungerar bilen.,negative
Flyttstädning jag är jätte nöjd med både resultat och bemötande,positive
Väldigt trist att behöva lämna ett svagt omdöme men jag gör det för framtida eventuella kunder. Stor bluff med bristande kunskap gällande alla arbetsområden. Håll er borta!,negative
"Hjälpsam, serviceinriktad och kompetent!",positive
Köksfönster helt underkänt p g a bred lång strimma mitt i fönstret c:a 1dm bred ända upp ifrån ner till underkanten,negative
"Vi upplevde Denise som kompetent, förtroendeingivande och kunnig. Vi rekommenderar henne som mäklare!",positive
Det va inte speciellt bra då det va många buggar och tråkigt.,negative
Jättefin service. Vi köpte en soffa för några år sedan. Nu behövde vi en likadan och den fanns inte längre i deras sortiment men man ordnade med sina kontakter fram en till oss. Otroligt och fantastiskt!,positive
Vi köpte Lek och Lärs egna färgpennor. De var helt värdelösa. Stiftet gick av vid vässning eller vid användandet trots att vi använde den rekommenderade vässaren. Nu står en hel hög med pennor som vi ej kan använda.,negative
jag tycker allt fungerade toppen:),positive
"Toppen bra att ni ringer nixade mobiler och ständigt aldrig ger er! Nytt nummer varje gång, som inte går att ringa tillbaka till. Ni har hjälp mig enormt i valet av mäklare, Ni som inte förståt det så, aldrig någonsin Skandiamäklarna!!!",negative
Det var ett fantastiskt ställe att avnjuta en brunch på. Fantastisk mat och vacker utsikt. Kommer absolut tillbaka,positive
"Urusel kommunikation med kunden, går ej att få tag på ansvariga på eftermiddagarna. Lämnar inga besked löpande, man får besöka verkstaden för att få info.",negative
"Är pensionär o fick ett bra erbjudande från SPF! Kvällen var härligt glittrig o artisterna var riktigt bra men maten var både kall o inte särskillt god tyvärr! Personalen o alla på plats var jättetrevliga o hjälpsamma på alla sätt o mina förväntningar levde nog Wallmans upp till med råge! Spontant kan man nog undra varför folk inte kan respektera Showens karaktär o klä upp sig lite mera, såg mest bara rutiga skjortor på herrarna i publiken när det var påbjudet kavaj utan slips!",positive
"Otrevligt bemötande, jag gick därifrån innan det blev någon behandling eftersom jag inte kände något förtroende. Innan dess pratade hon mest om att jag var tvungen att komma på många besök för att det skulle göra någon skillnad.",negative
"Vi tog in offerter på att bygga staket och två grindar för att säkra för vår nya hund. Fick en bra känsla direkt för Hjälper och de hade goda vitsord från grannen, för att inte tala om det fördelaktiga priset. De två herrarna som utförde arbetet kunde inte svenska men den ena kunde lite engelska och på det stora hela lyckades vi kommunicera rätt bra. Arbetet utfördes till perfektion. De köpte inget halvfärdigt utan byggde egna grindar och kom på smarta lösningar. Jag hade tydligen sagt att under ett redan existerande staket så kunde hunden smita under, det hade bara så där ordnat, utan att jag bett om det. Grindarna vid den trappa vi nyttjar mest hade de satt på gångjärn som gjorde att dörrarna hela tiden åkte tillbaka, alltså svängdörrar. Men hallå, hur fint var inte det?! De liksom bara gjorde och kom ibland med förslag på vad som skulle passa bättre designmässigt, inte något som skulle göra deras jobb enklare, utan det som såg bäst ut. Vi kommer snart boka dem igen!!",positive
"Min personliga körlärare var inte peppande, lärde mig saker på lektionen men tappade självförtroendet mer är mängden kunskap.",negative
Jag är nöjd med bemötandet jag fick när jag ringde och behövde hjälp med bokningen . Jag beställde tvätt av bilen under tiden den stod parkerad i parkeringshuset och denna utfördes till belåtenhet. Jag skulle dock önska en tydligare beskrivning av var man ska lämna och hämta nycklar.,positive
"Öppet 11-18. Näe det är det inte. Ringer och talar om att jag vill titta på en bil på eftermiddagen så att dom hinner plocka fram den för provkörning. Jag kommer dit vid 14 och det är stängt! Ringer dom och dom talar om att dom är på lunch till 15. Jag är tillbaka 15:15 och det är fortfarande stängt. Ger upp.  14-15 är eftermiddag på min klocka. Det hade blivit ett köp, men nu blir det en annan försäljare som får mina pengar. ",negative
"Rickard håller alltid tidsplanen han själv sätter upp. Med sin kunskap o yrkesskicklighet vägleder han oss på ett bra sätt gällande material, färg osv. Han gör aldrig någon besviken.",positive
"köpte 6 månaders lyssning på steppingston för 50 kr cirkus fyllde i mina uppgifter men fick ingen tillgång till lyssningen anser detta företag vara oerhörd oseriöst som blåser sina så kallade ""kunde"" på pengar",negative
Jag får hjälp med att putsa utsidan av vårt stora gavel fönster. Jag är för det mesta nöjd med utförandet . Jag uppskattar fönsterputsarnas prydlighet och trevliga uppförande. Känner mig trygg att ha dem vid vårt hem.,positive
En dåligt upplevelse vad gäller standing. Repor och sönderslagen badrumsspegel som det tog månader och mycket tid att ens få en ny och då fick bekosta  själv i allt väsentligt. Jag skulle inte rekommendera Vardagsfrid till någon annan och har själv sökt en annan städfirma. Dock har den kundkontakt som jag har haft med Katarina varit bra under omständigheterna.,negative
When I moved to Stockholm I was looking for a hairdresser and after trying several ones I came to Saxess by Alex... After 6 years still going,positive
Själva besöket var en trevlig upplevelse men sen när man kom till kassan och de ville ha 2200kr!!! betalt för en simpel helfärgning (mörkt) och klipp av topparna så ångrade jag hela besöket. Oförskämt dyrt för ett sånt standard utförande.,negative
Byte av hjullager o nav. Bra bemötande och väl utfört arbete.,positive
Driver just nu ett ärende mot riddermark bil i ARN för att de inte har hållt vad de har lovat.,negative
"Jag köpte en vanlig klippning, Kim hade genast förslag på vad han trodde skulle passa mig och var väldigt trevlig. Jag blev väldigt nöjd med resultatet.",positive
"Fick köttet medium-rare istället för medium-well. Då jag vet att misstag kan ske, upplyst jag servitören om misstaget men sa att det inte gör något. Efter ett tag kom servitören och sa att köket hade sagt att köttet omöjligen kan ha stekts fel då de använder temperatursticka. Notera att köttet fortfarande var medium-rare. Köket bör kunna ta kritik, då alla kan göra fel.",negative
Väldigt trevligt och personligt bemötande. Kunnig och proffsig personal som förstår mitt problem och hjälper mig att bli bra igen.,positive
Köpt el. Aldrig varit i kontakt med Kundkraft Det börjar bli lite jobbigt med dessa ständiga byten av elleverantör. Jag överväger att överge kundkraft.,negative
"Köpte en loungesoffa. Superskön och snygg. Trevligt bemötande och problemfri leverans. Finns billigare aktörer, men på det hela mycket nöjd.",positive
"Vi hade allt annat än en trygg försäljning. Påtalade från dag ett att besiktningen inte kändes bra och vilket även skulle visa sig få konsekvenser senrare i processen. När vi påtalade detta och det blev lite jobbigt för Anton blev vi hänvisde att göra upp detta med besiktningsmannen själva trots att vi påtalat att det var svårt att prata med besiktningsmannen och att vi hade försökt tidigare. Vi känte inte att vi fick stöd i denna viktiga fråga och vi förlorade mycket pengar i slutändan samt att försäljningen blev långdragen. Vi kommer inte rekommendera något att varken sälja eller köpa av Fastighetsbyrån då en besiktning är så viktig . Att vi dessutom fick lösa det hela på egen hand trots att vi påtalat problem är riktigt dåligt!  Bortsett från hanteringen av besiktningen är vi nöjda med Anton som är supertrevlig, lugn och har kunskapen. Han var snabb att återkoppla och hade tålamod. Men tyvärr blir det inte godkänt pga besiktningen. ",negative
Riktigt bra service genom hela bilköpet.,positive
"Slarvigt städat. Badrummet va inte städat knappt, de va sena och hörde ej av sig. Jag skulle slippa betala och de skickade ingen faktura sen fick jag brev från inkasso. Usel service ",negative
"Är mycket positiv, bra fönsterputsning, trevlig och bemötande personal.",positive
Personalen var väldigt trevlig och man blev väl bemött men felet på bilen blev inte åtgärdat förrän efter 3 besök och 4 månader senare. En krånglande dIeselvärmare där det hittades ”nya” fel vid varje besök. Hela vintern och den kalla perioden gick. Billigt blev det inte heller även om verkstaden ”stod för” arbetskostnaden sista gången.,negative
Bra service. God kunskap. Trevlig personal. Tillgång till lånebil ett extra plus.,positive
"Varning, trots att de är seriösa så luras de.. Riktigt fula tricks ! T.ex, vid köp av bil som är skrotfärdig, så upplyser de inte om att  du ha pengar som du kan få tillbaks på skatten (och det kan ju vara en hel del i förhållande till  budet).  Detta trots att de skriver på sin website ""Privatpersoner som har skadade bilar till salu gör alltid en bra affär hos oss""   De skriver vidare ""Till oss kan du även sälja en avställd bil utan problem"", men upplyser alltså inte om att du gör en bättre affär om bilen körs till skroten och av registreras där.  Det är självklart så att dessa återstoden av trafikskatten kasserar de själva in, utan att detta är tydligt i uppgörelse. Otroligt fult! Vid vänlig förfråga om de ville rätta till den uppkomna situation för att på så sätt återupprätta förtroendet så nekade de blankt. Kontraktet kan inte hävas  var beskedet, trots att förfrågan gjordes bara timmar efter att kontraktet skrevs på och inget formellt ägarbyte alltså skett hos transportstyrelsen. ",negative
Bra service och glatt bemötande.,positive
"Åt lördagsbrunch. Bra sill och lax men förfärligt dåliga varmrätter. Torr kyckling, torra ribs och allmänt trötta torra och halvkalla rätter. Dessutom oftast flera tomma kantiner så man inte kunde ta de rätter man tänkt sig. Dock bra efterrätter/kaffebröd, bl a nygräddade våfflor. Sammanfattningsvis kan det inte rekommenderas.",negative
Min mäklare gjorde ett utmärkt jobb.,positive
"Lämnade in min bil på Ströms bilverkstad för service. När jag hämtar bilen är där en djup plåtskada och lackskador på vänster framskärm. Bilverkstaden vägrar ta sitt ansvar och jag polisanmälen händelsen men blir själv tvungen att betala självrisken. Mitt verkstads besök som skulle kostat 2500 kr kostade mig 5600kr.... Välj en annan verkstad, jag har aldrig blivit så illa bemött som på Ströms bilverkstad",negative
Hej! Utmärkt och snabbt däckbyte med otroligt vänlig och omtänksam hjälp. Med tanke på att vi tillhör riskgrupp uppskattar vi mycket att den som hjälpte oss tog på sig handskar och erbjöd sig att skicka faktura istället för att behöva besöka kundtjänst vid betalning. Tack för mycket trevligt bemötande och väl utfört jobb! Vänliga hälsningar Urs Göbel PS Mitt omdöme är således Utmärkt!,positive
"jag har varit kund hos Dalakraft i snart 40 år. Jag har alltid blivit bra bemött när jag någon gång behövt ta kontakt med bolaget. Vad jag däremot reagerat starkt mot är att om man har  e-faktura så får man likväl betala en månadsavgift på 30 kr, alltså samma avgift som pappersfaktura!! Vart tog ert miljöengagemang vägen? Tidigare hade e-fakturan inte denna avgift! Jag är singel och gör inte av med så mycket ström (jag är sparsam och har liten plånbok) så denna avgift utgör en stor del av min el-räkning varje månad. Dåligt tycker jag!",negative
"Vi är väldigt nöjda - att ha en sådan bra restaurang i vårt närområde är viktigt när vi bjuder ut kunder och leverantörer på främst lunch. Bra mat, till helt OK priser, och alltid trevligt bemötande.",positive
Sämsta ställe för bilrekond som jag upplevde. Ej rekommenderar,negative
"Proffsigt men ändå väldigt personligt bemötande, tummen upp!",positive
AKTA ER SNÄLLA AKTA ER FRÅN KUNDKRAFT OM NI HAR FRÅGOR RING MIG 0700133558,negative
"Alltid vänliga, glada och kunniga! Har besökt salongen i flera år och tänker inte byta. Mycket bra service!",positive
"Kontakten med Flyttgiganten började bra, vi gick igenom flytten både via telefon och via mail. Jag skickade bilder på vår lägenhet och fick in offert. Efter vår sista konversation där vi diskuterade vidare hur många timmar, hur många personer, packning av lägenhet osv, utlovades en offert för slutgodkänning, som vi aldrig fick. Hörde av mig till Flyttgiganten, och bad få prata med samma person som jag haft kontakt med tidigare. Tilläggas bör att vi givetvis trott att hon bara glömt skicka offerten för slutgodkänning, då vi som sagt fått in tidigare offert, och att allt var på banan då flytt går om sex dagar, och nya ägare till vår lägenhet tillträder dagar efter vår flytt. Vår kontaktperson hävdar då plötsligt att vi inte godkänt offert och att hon nu avbokat hela flytten!! Då jag förklarar att vi inte fått den sista offerten vi kommit överens om vid vårt senaste samtal erkänner hon inte att hon glömt skicka utan hänvisar till att vi  inte godkänt en tidigare offert och därför avbokat flytt, och är nu fullbokad. Så plötsligt står vi utan flyttfirma, och beskylls samtidigt för att det är vårt fel, för att vi inte godkänt en offert som vi aldrig fått! Detta är fullkomligt oacceptart, och jag avråder samtliga som funderar på att låta Flyttgiganten sköta er flytt att välja ett annat bolag. Fortsättning följer.. Nu har de hört av sig och plötsligt går allt att lösa.. Flytten går om 5 dagar.. ",negative
"Väldigt trevlig och kunnig mäklare, otroligt nöjd",positive
"Mäklaren som sålde hus till oss genom Svensk Fastighetsförmedling i Karlstad rekommenderar jag INTE! Budgivningen satte igång och allt såg bra ut, efter några dagar tycktes budgivningen vara över, jag ringde mäklaren och han meddelade då att de andra gett sig. Jag frågade när vi skulle skriva på papper men han sa då att det behövs inte än, huset var vårt, budgivningen var över. Det gick två dagar, då ringde en vän upp och frågade varför huset fortfarande låg ute på hemnet, han hade tidigare dålig erfarenhet av samma mäklare då han köpt sitt hus så han rekommenderade att vi skulle skriva på omgående, hans husköp förhalades i månader. Jag ringde då upp mäklaren som försäkrade mig om att budgivningen ÄR över och att det inte var någon mening med att skriva papper än fastän att jag bad om att få göra just det. Det gick någon dag till och huset skulle nu besiktigas, då kommer ett nytt bud! Jag ringer upp mäklaren och frågar vad som händer och han säger att han inte ""förstår"" någonting, men budgivningen tas upp igen. När jag säger att han sagt att budgivningen var över så säger han att det står ord mot ord. Jag ringer upp säljaren och han förstår ingenting, han har blivit meddelad att budgivningen var över och att han accepterat mitt bud. För att göra en lång historia något kortare så trissas priset upp med över 10%, 115.000:- och vi står där med ett väldigt fint hus, men något snopna och väldigt förbannade på denna mäklare! Jag tycker inte om BS, med BS menar jag förstås Bullshit, inga namn nämnda.",negative
Bästa kliniken någonsi!! Så professionella och lyssnar verkligen på vad kunden vill och inte hur de vill göra för att gynna kliniken utan verkligen gör allt för att kunden ska bli nöjd. De svarar snabbt på frågor och är så himla duktiga bara. Rekommenderar starkt!!,positive
Ville inte ersätta mig när de tappat bort min skjorta. De sa att de skulle ringa om den dök upp vilket de inte har gjort.,negative
Beauty & Medical Team ! Kunning Fantastiska Team som är mycket mån om kvalite och måna om sina kunder på ett sätt att kunden kan slappna av och tillgodose / njuta av sin behandling !!!!!! Salongen ser till att kunden mår bra från insida och ut !!!!!!! Tack Beauty & Medical Team ! Maria Eriksson ,positive
Jag blev fel informerad av försäljare han ljög för mig och har undvikit mig när jag sökte honom,negative
Jag har köpt en bostadsrätt via svensk fastighetsförmedlingen i Kungälv. Mycket trevligt bemötande och god intryck. Bra presentation av objektet.,positive
"Företaget har glömt nyckeln i dörren, man har glömt att parera för personalens semester vilket har resulterat i utebliven städning. Överlag är det väldigt mycket sämre än när vi hade Hemfrid i Södertälje. ",negative
"Karin är trevlig och diskrest, hon är personlig men inte privat. Och en duktig frisör så klart :-)",positive
"Beställde nya skåpluckor och snickeriarbete i samband med renoveringen av vårt kök i Nov. Säljaren var väldigt bra och trevlig och allt kändes kanon. När sen arbetet skulle utföras blev det problem. Snickarna som var här var väldigt stressade och det gick knappt att prata med dom. Vi hittade säkert 10 fel när de var klara, snett, vint och fult sågat samt dålig passning på alla skåpluckor. Det enda som var bra var skåpluckorna, mkt fina! De skulle sen åtgärda felen då snickarnas chef var här varpå han tog all info och skulle återkomma men det hände aldrig så vi fick boka in en ny tid med säljaren. När sen snickarna kom tillbaka för att åtgärda så var det lika många fel igen samt att de hade lagt silikonfog längs med vår köksö utan vårt godkännande då vi har ett väldigt känsligt golv och vill kunna flytta köksön. Återigen gick det inte att prata med dom. Samma visa igen att vi då var tvungna att ta hit säljaren och snickerichefen för att titta på alla fel. Efter x antal möten, samtal och återbesök blev det till slut hyfsat utfört. När man betalar så mkt pengar som ca 50 000:- så förväntar man sig en viss kvalitet genom alla led och framförallt i utförandet. Jag har nog varit tuvungen att lägga ca 5-6 timmar i extratid för möten mm efter att jobbet skulle varit färdigt och det har såklart påverkar min lön då de varit här dagtid. Dom kör hårt med sin försäljningskampanj om 25% rabatt för visningskök och att det är först till kvarn som gäller... Förra veckan såg jag en ny kampanjlapp på vår port om först till kvarn? Det säger allt om hur de säljer in produkten och genomförandet är verkligen ett stort skämt helt utan känsla för estetik och kvalitet. Jag vill verkligen inte rekommendera Ingwallköket!!!",negative
"Proffsig, kunnig och glad säljare. Vi rekommenderar honom varmt.",positive
"Dålig på att förklara läste bara vad som skrivits i kontraktet, hade velat ha mer beskrivning vad som ingår vid köp och vad som förväntas att jag ska göra. Om jag i framtiden ska köpa eller sälja väljer jag en bättre mäklare",negative
"Jag fick ett mycket bra bemötande, och har lärt mig mycket:) Alla är trevliga, och trafikskolan är väldigt personlig",positive
"jag köpte en bil, var bemött på dåligt sätt.",negative
"TOPPENNÖJD!! Gjorde några ändringar på tel; blev bemött på ett mycket bra sätt. Kvällen - proffs, som serverade oss. Deras uppträdande var TOPPEN, vilka röster, glädje i deras show. Maten - förrätterna var spännande och mycket goda. Tyvärr föll inte den vegetariska varmrätten mej i smak. Hade gärna valt ett fiskalt, men man kan inte få allt. Förrätten var rikligt tilltagen, så man blev mätt av den. Desserten också mycket bra, trevligt med 2 små alt. När kvällen var slut, kände vi att vi ville tillbaka snart, bästa betyget.",positive
"Bokade städning och fönsterputs. De var slarviga, kunde inte putsa fönster och strulade med faktureringen.",negative
"Full pott! Hela affären gick superbra och vi känner oss mer än nöjda med både pris, service och leverans. Vi kommer utan tvekan att ha Fordonsbolaget i åtanke vid nästa bilköp.",positive
Fantastiskt bemötande både före och efter flytt av bohag. Professionella och serviceminded. Flytten gick som en dans.,negative
Helt fantastisk hjälp med planering och material val Kom hem och måttade alt så att det helt perfekt Mycket smidig hantering när det var fel på bänkskivorna En stor eloge till Tobias som löste allt,positive
"Cramped place, not many choices to eat and biggest disappointment is the taste and quality of food. Best thing is the view but this could be better enjoyed if there is a variety in menu. ",negative
"Mycket fint grillad sovlaki, trevlig atmosfär och gedigen klassisk grekisk inredning. Prismässigt helt ok...prisvärd lunch kan man säga.",positive
Dyrt och gammaldags. Jag bytte till Ringens bilskola som var suverän.,negative
10000 mila service. Trevligt bemötande när behövde snabb tid mitt i juli. Negativt att inte lyssnade helt på behov. Bytte lampa som inte behövde bytas. I övrigt bra,positive
"Trevlig mäklare som tyvärr brister i kommunikationen. Många ""missförstånd"" uppstod under resans gång. Mer intresserad utav sin egen semester än att få till ett avslut. Som sagt trevlig och kompetent mäklare som tyvärr inte skötte denna försäljning så väl som hon borde ha kunnat! ",negative
Trevlig personal och väldigt god mat.,positive
Hade inne min bil för en utvändig rekond. Efter rekonden är bilen flammig och mkt vaxrester finns kvar. Kollegor till mig som haft bilen där tidigare säger exakt samma saker.  Känns inte som en professionell bilvård minst sagt. ,negative
"Bra service vänligt bemötande. Bilen glänser som aldrig förr, och då är det 3 år sedan första behandlingen.",positive
"Långsamt, oengagerat, gamla och dåliga bilder",negative
